REG,year,value
China,2002,0.34478096911266704
China,2003,0.340671080757525
China,2004,0.3277165606501888
China,2005,0.31463250544353577
China,2006,0.3005009003280451
China,2007,0.2891253400990658
China,2008,0.2815335044274993
China,2009,0.2718394578517837
China,2010,0.26283940089853475
China,2011,0.2502759777762369
China,2012,0.24256893225888232
China,2013,0.22752272676407315
China,2014,0.21455966809017277
China,2015,0.2063859829948642
China,2016,0.20241461901122984
China,2017,0.1972308264320482
China,2018,0.1907925252241725
China,2019,0.18315576238330233
China,2020,0.1807255609349677
China,2025,0.16267770434563383
China,2030,0.14692397800472007
China,2035,0.13301956044219154
China,2040,0.12106669205123988
China,2045,0.11217632111437474
China,2050,0.10400636471768468
China,2055,0.0955698859448147
China,2060,0.08811086377221461
China,2065,0.08143466364451717
China,2070,0.07553977748357997
China,2075,0.07011578154700651
China,2080,0.06527874819331553
China,2085,0.0608074379904183
China,2090,0.05674078072549461
China,2095,0.05307788290829349
China,2100,0.049772981634852165
Europe,1975,0.043429783496207214
Europe,1976,0.04230291971833865
Europe,1977,0.04151590513126021
Europe,1978,0.04055245289365778
Europe,1979,0.04021487736755017
Europe,1980,0.03942130449208246
Europe,1981,0.03830343177192884
Europe,1982,0.03765717649520377
Europe,1983,0.037214664603897864
Europe,1984,0.03653142415874522
Europe,1985,0.035788876155424976
Europe,1986,0.03494948959194403
Europe,1987,0.034216691860110476
Europe,1988,0.033342734017590615
Europe,1989,0.03251980220376298
Europe,1990,0.032071864592821055
Europe,1991,0.03402027461977247
Europe,1992,0.0339863403557653
Europe,1993,0.03316258431559991
Europe,1994,0.03314796833134945
Europe,1995,0.033235470214682004
Europe,1996,0.03210805770442826
Europe,1997,0.03175981260198204
Europe,1998,0.0312269341575079
Europe,1999,0.030546504802397137
Europe,2000,0.029632406685211138
Europe,2001,0.02836785759806737
Europe,2002,0.026595578764609582
Europe,2003,0.026006621878950982
Europe,2004,0.024619867639998464
Europe,2005,0.02438062694234746
Europe,2006,0.02346730457953887
Europe,2007,0.022927613500945618
Europe,2008,0.02218960014705936
Europe,2009,0.022520686525421444
Europe,2010,0.0227197230280819
Europe,2011,0.022860866365574974
Europe,2012,0.02265053523261808
Europe,2013,0.022525241199433426
Europe,2014,0.020491079939140688
Europe,2015,0.020176126075746974
Europe,2016,0.019673959257033115
Europe,2017,0.01978877694132152
Europe,2018,0.019495428945073213
Europe,2019,0.019059428056899516
Europe,2020,0.019626336760407082
Europe,2025,0.019130218157365445
Europe,2030,0.018412157551140486
Europe,2035,0.01776076589031439
Europe,2040,0.017153495166316503
Europe,2045,0.016651734070692994
Europe,2050,0.016129705293259966
Europe,2055,0.01556809664990315
Europe,2060,0.014968725849425255
Europe,2065,0.014375882465072853
Europe,2070,0.013748656146979775
Europe,2075,0.013101005886568382
Europe,2080,0.012457034751585308
Europe,2085,0.011834498736668012
Europe,2090,0.011225827882397895
Europe,2095,0.01064534153287742
Europe,2100,0.010078540292371964
South Asia,1975,0.19538540241284455
South Asia,1976,0.19880738589214855
South Asia,1977,0.20230014546823377
South Asia,1978,0.20586177962626437
South Asia,1979,0.20914402227868942
South Asia,1980,0.21277896536989924
South Asia,1981,0.215509377544043
South Asia,1982,0.21829430041659842
South Asia,1983,0.22069572520073585
South Asia,1984,0.22350410443292576
South Asia,1985,0.2254768050290858
South Asia,1986,0.2288004080680871
South Asia,1987,0.2306737709227088
South Asia,1988,0.23370067303711198
South Asia,1989,0.23607858732996978
South Asia,1990,0.2389344545143665
South Asia,1991,0.24050017164773496
South Asia,1992,0.2454575925654023
South Asia,1993,0.24971041977382755
South Asia,1994,0.2551097564386464
South Asia,1995,0.2578012398818327
South Asia,1996,0.261732928056762
South Asia,1997,0.26665846402371357
South Asia,1998,0.27311215275704986
South Asia,1999,0.276707673500108
South Asia,2000,0.2809932341370564
South Asia,2001,0.28455040999988995
South Asia,2002,0.2859769887662593
South Asia,2003,0.2884814353414715
South Asia,2004,0.2913047721659101
South Asia,2005,0.29340693101434606
South Asia,2006,0.29248094188990903
South Asia,2007,0.29074957772247007
South Asia,2008,0.291283697158326
South Asia,2009,0.2869189239601985
South Asia,2010,0.2849919779573423
South Asia,2011,0.2764324200265985
South Asia,2012,0.26736129217622584
South Asia,2013,0.26697574458401396
South Asia,2014,0.2664860942647495
South Asia,2015,0.2652860157872872
South Asia,2016,0.26638243003425965
South Asia,2017,0.26416812662636496
South Asia,2018,0.2614889417569257
South Asia,2019,0.26122700352825773
South Asia,2020,0.25650303248257195
South Asia,2025,0.24690090895600683
South Asia,2030,0.2455167511369842
South Asia,2035,0.24586863924284122
South Asia,2040,0.2453608744020846
South Asia,2045,0.24393295486329003
South Asia,2050,0.24055401593080256
South Asia,2055,0.23322898378710605
South Asia,2060,0.22429380357002124
South Asia,2065,0.21440004561603496
South Asia,2070,0.20386468452409406
South Asia,2075,0.19326883988387286
South Asia,2080,0.18274364517333835
South Asia,2085,0.17253280956397202
South Asia,2090,0.16264216924517216
South Asia,2095,0.15321520467891359
South Asia,2100,0.14422348321078274
Latin America,1975,0.03437890253659356
Latin America,1976,0.03423791559741533
Latin America,1977,0.03536656699259465
Latin America,1978,0.0347925867489317
Latin America,1979,0.03454922921117999
Latin America,1980,0.03313759627279074
Latin America,1981,0.03398374427158436
Latin America,1982,0.03492804343940995
Latin America,1983,0.0344882454593207
Latin America,1984,0.036632278536318404
Latin America,1985,0.03739984925304826
Latin America,1986,0.03696964911917734
Latin America,1987,0.03702759765432143
Latin America,1988,0.037367563226275165
Latin America,1989,0.03737235868865728
Latin America,1990,0.03729438593465489
Latin America,1991,0.03588965840674557
Latin America,1992,0.03902312844161262
Latin America,1993,0.03927361779852725
Latin America,1994,0.038831709325564484
Latin America,1995,0.03976076926344008
Latin America,1996,0.03903269402617648
Latin America,1997,0.03947892631339035
Latin America,1998,0.03926459642774837
Latin America,1999,0.04004966622205304
Latin America,2000,0.03777041032031821
Latin America,2001,0.03933153184517706
Latin America,2002,0.03995853715199481
Latin America,2003,0.040050054010343
Latin America,2004,0.041420982327618955
Latin America,2005,0.04130295348265844
Latin America,2006,0.04062862365506755
Latin America,2007,0.0394289591455076
Latin America,2008,0.03887041158001047
Latin America,2009,0.03924314260254001
Latin America,2010,0.03968946797777154
Latin America,2011,0.038857006320727146
Latin America,2012,0.038512952281510665
Latin America,2013,0.0377064314576844
Latin America,2014,0.03838328723012557
Latin America,2015,0.03824299216738561
Latin America,2016,0.037909813428204556
Latin America,2017,0.03853819801436649
Latin America,2018,0.03897972627359972
Latin America,2019,0.039028766365151034
Latin America,2020,0.038298911851015416
Latin America,2025,0.038178662891948476
Latin America,2030,0.037486904062892394
Latin America,2035,0.03676653604964954
Latin America,2040,0.03613336350141661
Latin America,2045,0.035740314468748556
Latin America,2050,0.035176271920376104
Latin America,2055,0.034241093300881674
Latin America,2060,0.03302013279950958
Latin America,2065,0.03175323806443124
Latin America,2070,0.03032004615126189
Latin America,2075,0.028873615340008714
Latin America,2080,0.027401537641043788
Latin America,2085,0.02595571757415381
Latin America,2090,0.024519994093765908
Latin America,2095,0.02315569291844442
Latin America,2100,0.021818948823061332
Middle East,1975,0.007289061459790655
Middle East,1976,0.007249894015084632
Middle East,1977,0.007197997150849154
Middle East,1978,0.007148058658848976
Middle East,1979,0.007095182608495847
Middle East,1980,0.007050140047083922
Middle East,1981,0.007118683075319459
Middle East,1982,0.007190163661907949
Middle East,1983,0.007254789945672886
Middle East,1984,0.0073086451821436655
Middle East,1985,0.007345854254614386
Middle East,1986,0.007368375535320349
Middle East,1987,0.0073713130936733
Middle East,1988,0.007351729371320289
Middle East,1989,0.007323332973908424
Middle East,1990,0.007273394481908246
Middle East,1991,0.007384042513202758
Middle East,1992,0.007648422764968404
Middle East,1993,0.007941199414145917
Middle East,1994,0.008128223962617172
Middle East,1995,0.00823593443555873
Middle East,1996,0.008319165255559029
Middle East,1997,0.008531648643089194
Middle East,1998,0.00871867319156045
Middle East,1999,0.008933114951325918
Middle East,2000,0.009333602073444991
Middle East,2001,0.009377665448739267
Middle East,2002,0.00940410347391583
Middle East,2003,0.009630295467093108
Middle East,2004,0.009843758040740926
Middle East,2005,0.009924051302388269
Middle East,2006,0.009605815814151843
Middle East,2007,0.00952846011085745
Middle East,2008,0.008979136698855495
Middle East,2009,0.008857717620266825
Middle East,2010,0.008372041305912157
Middle East,2011,0.008460168056500706
Middle East,2012,0.008530669456971545
Middle East,2013,0.008715735633207497
Middle East,2014,0.008852821689678575
Middle East,2015,0.009199453575326868
Middle East,2016,0.009191620086385664
Middle East,2017,0.00898794937391435
Middle East,2018,0.008941927626384773
Middle East,2019,0.008957594604267182
Middle East,2020,0.009536181834932182
Middle East,2025,0.009902167475166776
Middle East,2030,0.010157907703935485
Middle East,2035,0.010409296766998312
Middle East,2040,0.010609280347885573
Middle East,2045,0.010799810942811738
Middle East,2050,0.010895881136176998
Middle East,2055,0.010867440626897144
Middle East,2060,0.010748201715859336
Middle East,2065,0.010565566479296079
Middle East,2070,0.010278202318484942
Middle East,2075,0.009944147697971712
Middle East,2080,0.009569848814394037
Middle East,2085,0.009190353434386915
Middle East,2090,0.0087893156425285085
Middle East,2095,0.00837741261997283
Middle East,2100,0.007950247118744492
North America,1975,0.003973509117872569
North America,1976,0.0038070178073484513
North America,1977,0.0037447828288415708
North America,1978,0.0038245213401205853
North America,1979,0.003798453599647505
North America,1980,0.0038026349016026927
North America,1981,0.003809557019228899
North America,1982,0.003568433711397565
North America,1983,0.003550386814146971
North America,1984,0.003447504255049199
North America,1985,0.003239956889881598
North America,1986,0.003281254635165914
North America,1987,0.003318990519741842
North America,1988,0.003348034036358865
North America,1989,0.0032480204531900704
North America,1990,0.0030715431754881057
North America,1991,0.0030445475897626913
North America,1992,0.0029842537419324526
North America,1993,0.0029057421165076753
North America,1994,0.003257075941879856
North America,1995,0.003268371601848188
North America,1996,0.003068024034865703
North America,1997,0.0030651764189797187
North America,1998,0.002957877597453836
North America,1999,0.0029334212236088674
North America,2000,0.002829973939989643
North America,2001,0.0026187271904520595
North America,2002,0.0026325927857474667
North America,2003,0.0025997310879061378
North America,2004,0.002549313773803055
North America,2005,0.0025330157668421666
North America,2006,0.002540865729720708
North America,2007,0.002426015985918186
North America,2008,0.0024906192959615707
North America,2009,0.002419264748635924
North America,2010,0.002501029830763553
North America,2011,0.0025476289636423297
North America,2012,0.0024772449816550042
North America,2013,0.0024274778322453472
North America,2014,0.0025258706853823957
North America,2015,0.002701655078304947
North America,2016,0.0027916946909352547
North America,2017,0.002716854359669557
North America,2018,0.0026831929768338517
North America,2019,0.002694861120936699
North America,2020,0.00267816772967529
North America,2025,0.0026721558601465996
North America,2030,0.002625502275776903
North America,2035,0.0025916832077459125
North America,2040,0.0025755295964983668
North America,2045,0.0025922135426865367
North America,2050,0.002600846728151529
North America,2055,0.002585689465424613
North America,2060,0.002554201695803405
North America,2065,0.002521671767410196
North America,2070,0.002468663034458996
North America,2075,0.00240436678686176
North America,2080,0.002333586439513793
North America,2085,0.002260488262577517
North America,2090,0.00218391385911944
North America,2095,0.002107586674641469
North America,2100,0.0020257551641741462
Pacific OECD,1975,0.011826471766655248
Pacific OECD,1976,0.011816966278506369
Pacific OECD,1977,0.011561979601392597
Pacific OECD,1978,0.011314536570097952
Pacific OECD,1979,0.010872042161305037
Pacific OECD,1980,0.010325419434335932
Pacific OECD,1981,0.010291405977062422
Pacific OECD,1982,0.010025344461910784
Pacific OECD,1983,0.009589898011593804
Pacific OECD,1984,0.009019603119745428
Pacific OECD,1985,0.008830427876112629
Pacific OECD,1986,0.008647002858637792
Pacific OECD,1987,0.008501228395899514
Pacific OECD,1988,0.008292531407671706
Pacific OECD,1989,0.008143955255090147
Pacific OECD,1990,0.007854506200675728
Pacific OECD,1991,0.007434864276309282
Pacific OECD,1992,0.006889962332632629
Pacific OECD,1993,0.006565513626134375
Pacific OECD,1994,0.006376464633565778
Pacific OECD,1995,0.006235838960215874
Pacific OECD,1996,0.006068531330345895
Pacific OECD,1997,0.005972793344102178
Pacific OECD,1998,0.006014427710996078
Pacific OECD,1999,0.005882183645609029
Pacific OECD,2000,0.005269297619847347
Pacific OECD,2001,0.005090678705690047
Pacific OECD,2002,0.005187100719418966
Pacific OECD,2003,0.004942206150501609
Pacific OECD,2004,0.0048990528271675455
Pacific OECD,2005,0.0047275076731443325
Pacific OECD,2006,0.004610229228879189
Pacific OECD,2007,0.0045710186001476595
Pacific OECD,2008,0.004524558597358214
Pacific OECD,2009,0.004403797119731565
Pacific OECD,2010,0.004258914671477706
Pacific OECD,2011,0.004013732073504386
Pacific OECD,2012,0.004069947059757242
Pacific OECD,2013,0.004027193508023481
Pacific OECD,2014,0.003959008459731858
Pacific OECD,2015,0.0038683305647637615
Pacific OECD,2016,0.0037734342405752433
Pacific OECD,2017,0.0037786556663323297
Pacific OECD,2018,0.0038683348488396164
Pacific OECD,2019,0.0038665934701399628
Pacific OECD,2020,0.0037847616507871453
Pacific OECD,2025,0.003612329327313893
Pacific OECD,2030,0.0034035735396252932
Pacific OECD,2035,0.003216399977597261
Pacific OECD,2040,0.0030295267537941042
Pacific OECD,2045,0.0028752164148912705
Pacific OECD,2050,0.0027296907927969907
Pacific OECD,2055,0.0025918573853126988
Pacific OECD,2060,0.0024521750616217277
Pacific OECD,2065,0.002317046791227072
Pacific OECD,2070,0.0021853869665563108
Pacific OECD,2075,0.002056398152574087
Pacific OECD,2080,0.0019325612982200528
Pacific OECD,2085,0.001813963417753562
Pacific OECD,2090,0.001699674657437299
Pacific OECD,2095,0.001591637485992192
Pacific OECD,2100,0.001487000082407135
Reforming,1975,0.01844014125913598
Reforming,1976,0.01713511009860335
Reforming,1977,0.017097680753518665
Reforming,1978,0.017670027518066588
Reforming,1979,0.018246358320934165
Reforming,1980,0.018819692484340712
Reforming,1981,0.01889227769103459
Reforming,1982,0.01911588899925117
Reforming,1983,0.01925725917815889
Reforming,1984,0.019340533594022543
Reforming,1985,0.01935370269092384
Reforming,1986,0.019233745192487304
Reforming,1987,0.019433268503096998
Reforming,1988,0.019377629665861002
Reforming,1989,0.01935558538789239
Reforming,1990,0.019855920813078912
Reforming,1991,0.020773799520281955
Reforming,1992,0.02157557869369343
Reforming,1993,0.021525726550369953
Reforming,1994,0.021516736704288265
Reforming,1995,0.020997456752345413
Reforming,1996,0.020794236174404124
Reforming,1997,0.020213576723611758
Reforming,1998,0.02039086072450642
Reforming,1999,0.02064021318036545
Reforming,2000,0.020619672944532864
Reforming,2001,0.020216171204056246
Reforming,2002,0.019936794731874045
Reforming,2003,0.01943485171899179
Reforming,2004,0.01910021531746106
Reforming,2005,0.01915486675583843
Reforming,2006,0.018977203883207002
Reforming,2007,0.018363466661027474
Reforming,2008,0.017811395997891163
Reforming,2009,0.017289647639178517
Reforming,2010,0.01680887631502345
Reforming,2011,0.01683852124270563
Reforming,2012,0.016591143403810328
Reforming,2013,0.016309332895442077
Reforming,2014,0.016018739162152393
Reforming,2015,0.015682633342124327
Reforming,2016,0.015461766092210944
Reforming,2017,0.01466549788887718
Reforming,2018,0.01435186110625066
Reforming,2019,0.014092967501243149
Reforming,2020,0.015904794310353052
Reforming,2025,0.015590116474691605
Reforming,2030,0.014996592004399184
Reforming,2035,0.01451792418478604
Reforming,2040,0.01412564348877984
Reforming,2045,0.013854236623236442
Reforming,2050,0.013586355101368085
Reforming,2055,0.013186162098991976
Reforming,2060,0.01271734819514312
Reforming,2065,0.012227409334305077
Reforming,2070,0.011684791982555946
Reforming,2075,0.011146257622204581
Reforming,2080,0.010593385862370172
Reforming,2085,0.010059054005461636
Reforming,2090,0.009535184604408766
Reforming,2095,0.00904666730517948
Reforming,2100,0.008582994781410043
Rest of Asia,1975,0.07730406176710036
Rest of Asia,1976,0.07874908347418147
Rest of Asia,1977,0.07940072292791467
Rest of Asia,1978,0.08255815604003837
Rest of Asia,1979,0.08251363625717263
Rest of Asia,1980,0.08706630479844105
Rest of Asia,1981,0.08682774292679257
Rest of Asia,1982,0.08914543733255842
Rest of Asia,1983,0.09215168030514345
Rest of Asia,1984,0.0942192456126901
Rest of Asia,1985,0.09737528576946775
Rest of Asia,1986,0.10298395217329288
Rest of Asia,1987,0.10435577464505619
Rest of Asia,1988,0.108568697783506
Rest of Asia,1989,0.11079348254953697
Rest of Asia,1990,0.11062191762868528
Rest of Asia,1991,0.10958817074730393
Rest of Asia,1992,0.11208807619750141
Rest of Asia,1993,0.11022395567607275
Rest of Asia,1994,0.10882257911002723
Rest of Asia,1995,0.10726010872219806
Rest of Asia,1996,0.10655766798139871
Rest of Asia,1997,0.10692935621567574
Rest of Asia,1998,0.11203906157357602
Rest of Asia,1999,0.11141971797413741
Rest of Asia,2000,0.11479273554852187
Rest of Asia,2001,0.11341963969438473
Rest of Asia,2002,0.11485721874463399
Rest of Asia,2003,0.11641643029429692
Rest of Asia,2004,0.11214588030410985
Rest of Asia,2005,0.11216427697286024
Rest of Asia,2006,0.11068090401391828
Rest of Asia,2007,0.11134645330190353
Rest of Asia,2008,0.11288041035153502
Rest of Asia,2009,0.11316047074679969
Rest of Asia,2010,0.11407069580947327
Rest of Asia,2011,0.11491980032559476
Rest of Asia,2012,0.11511426376782052
Rest of Asia,2013,0.11261894970696827
Rest of Asia,2014,0.11019348914869258
Rest of Asia,2015,0.10717930525663408
Rest of Asia,2016,0.10413082090731055
Rest of Asia,2017,0.1027220900659143
Rest of Asia,2018,0.10155302027760314
Rest of Asia,2019,0.09990038572731688
Rest of Asia,2020,0.10400723345984272
Rest of Asia,2025,0.09937683030618129
Rest of Asia,2030,0.0952406024980277
Rest of Asia,2035,0.09287679140909862
Rest of Asia,2040,0.0905965274928451
Rest of Asia,2045,0.08889486311643549
Rest of Asia,2050,0.08704644861405482
Rest of Asia,2055,0.08381034334305819
Rest of Asia,2060,0.08017266904766249
Rest of Asia,2065,0.07647629253965928
Rest of Asia,2070,0.07249796108676923
Rest of Asia,2075,0.06852122258082992
Rest of Asia,2080,0.06462381021151582
Rest of Asia,2085,0.06087049991026713
Rest of Asia,2090,0.05729468509505762
Rest of Asia,2095,0.05394188770164952
Rest of Asia,2100,0.05075332019323983
